,Benchmark,Job tenure,Age,Car price
4362,0.33712200556042193,0.3773307276789681,-0.04245058460600986,-0.0026473099237028785
3464,0.9896218151350117,0.6609646157849962,0.24329464523746042,0.0823094000330072
4727,0.33712200556042193,0.3526358579511071,-0.03822935576967829,0.01782633096782656
1614,0.9896218151350117,1.0115613349667596,-0.04603957463195,0.021046900720654366
3554,0.9896218151350117,0.7896181388666719,0.3254748469191284,-0.12852432473033645
6400,0.33712200556042193,0.2732305776660614,0.05973473211376434,-0.0007324766305704481
3408,0.33712200556042193,0.28127737365274014,0.017101392009749777,0.03385406748676542
5048,0.9896218151350117,0.7056271766682317,0.27741279574124145,0.0035286886459906888
421,0.9896218151350117,1.0224359482973844,0.05021584191305598,-0.08608312915497664
538,0.9896218151350117,0.7559302968943724,0.15083768666979802,0.07980067749129337
6409,0.9896218151350117,0.6606250238031756,0.24552143237993668,0.08042220487235159
4655,0.9896218151350117,0.7123478712554951,0.28486226424276284,-0.010641474442794136
1255,0.33712200556042193,0.2637179027391636,0.005943785360940775,0.06257114504915096
654,0.33712200556042193,0.28959975752497735,-0.013768550608726575,0.05640162623300458
319,0.33712200556042193,0.27590327764447986,0.018183510852132545,0.038146044652642895
4384,0.33712200556042193,0.32365350721289127,0.022612356281711116,-0.014033030345347067
5077,0.33712200556042193,0.26408407493451463,0.05997699555250873,0.008171762662231925
5064,0.9896218151350117,0.8740842389119509,0.18798029520170284,-0.07549587305818982
2652,0.9896218151350117,0.8417682533335018,0.13180479914350884,0.012995608578453166
4608,0.9896218151350117,0.7550319914689408,0.2408663245356794,-0.009329654949156385
7384,0.9896218151350117,1.112521846026244,-0.027829219086550484,-0.09812396588422975
2669,0.33712200556042193,0.2814383095724736,0.048980853782906564,0.0018136697938750945
6992,0.33712200556042193,0.24799854959312423,0.04948997727590104,0.034744306280230036
3768,0.33712200556042193,0.256252565453445,0.030999934409025355,0.04498033328678492
2689,0.33712200556042193,0.23734041292692307,0.055822944569278866,0.03906947565305336
2516,0.33712200556042193,0.25591310571149267,0.06538454824745149,0.010935179190311145
5288,0.9896218151350117,0.8606067482533749,0.019184302175504563,0.10677761062658427
6013,0.33712200556042193,0.2342278831465046,0.059146793659257034,0.038858156343493655
3662,0.33712200556042193,0.36900781484725753,-0.03912620655655849,0.002351224858556294
6218,0.33712200556042193,0.30623156576235744,0.029325248716744298,-0.003323981329846404
336,0.9896218151350117,0.7672603443314581,0.23176782487632924,-0.01245950815232344
4834,0.9896218151350117,1.0122562554747296,-0.04609366073808888,0.02040606631882293
741,0.9896218151350117,0.7096476653844682,0.2774438721102943,-0.0005228764392986769
4228,0.33712200556042193,0.2975705155873776,0.06530427864738711,-0.030641961085509446
3752,0.33712200556042193,0.2871564937180772,0.06540808694401065,-0.020331747512832527
5231,0.9896218151350117,0.7474334886358339,0.2472216403668017,-0.008086467947171789
1041,0.33712200556042193,0.2712937925547895,0.05638443505012416,0.004554605544341635
2883,0.33712200556042193,0.24325166728025954,0.03117330087638005,0.05780786499261573
783,0.33712200556042193,0.2595433545763456,0.05810778501394336,0.01458169355896635
5244,0.9896218151350117,0.8786191407159141,0.031320880569414324,0.07662863977013537
7322,0.33712200556042193,0.33878677326257967,0.023936209603364962,-0.030490149716689303
5740,0.33712200556042193,0.2734274828299754,0.059718598849830495,-0.0009132485305505533
