,Benchmark,Job tenure,Age,Car price
4362,0.3394235105082204,0.16786338510984752,-0.09365175310412195,-0.03303945756892417
3464,1.357198508338928,0.542515967930628,0.7114443897802796,0.32490692359230133
4727,0.3161061964166728,0.19606735031417663,-0.07301201778434578,0.013985084608542546
2644,1.2426603199337038,-0.4432235437131435,-0.16581759401677357,-0.21428377650932517
5736,0.3060200485393392,-0.005081176283393701,0.020271971488472502,0.021045144267669843
755,0.3076202454116141,-0.10074061813586264,-0.030098566193527007,0.032885981324364336
6734,0.2763178991403501,-0.056600880682354936,0.17660863527155385,0.04792025209730556
3197,0.28276542550564865,0.009317394970124793,0.1385050712696736,0.053539890716379046
1614,1.235794379020179,0.36185324318013756,-0.3262633670645775,-0.06192286378442276
3554,1.3728358122210784,0.46241721884584663,0.7663788263136619,-0.07473546304103004
6400,0.346046409265515,0.20363371393003446,0.09679915918793817,0.016087267171812338
3408,0.30144807199087514,0.18113671791889266,0.005749643819281295,0.048669953832150906
7253,0.32060085060690435,-0.0432876166160362,0.03164262561123776,0.007893281733614008
6356,0.281899130595939,-0.07872477853393152,-0.08917686133002178,0.02537052244106172
3424,0.27404923473218723,-0.055754551401282215,0.15438658577996103,0.04655893152490474
5048,1.331456361028963,0.3268621835143045,0.83106273840637,-0.025536039026555338
421,1.1758115342198687,0.5729379468261964,0.11493633250605484,-0.10397200178745737
44,0.28581991267145807,-0.07136142421077851,0.14983015498814553,0.04450978742549476
538,1.231892089282634,0.3766831329759639,0.3021035847295551,0.08647327135758368
6409,1.3912084580296074,0.3885110152354515,0.8144344179394369,0.002221061878817565
443,1.2123355274187522,-0.414916244949915,0.6650758175696313,-0.043506781302904834
2407,0.3138104031390643,0.011778806439479242,0.13408428482508583,-0.06966327891099232
6110,0.3163331847849922,-0.01938906395646221,0.008336183388718768,0.01090534828896078
4655,1.3698599682947852,0.2113994290135034,1.034322744539324,-0.026336188265818766
6145,0.3047395049377591,-0.09563795213004297,0.14573872521137654,0.03219175660344126
1255,0.29353538346301355,0.1529316858489111,-0.02281400751926926,0.044511159109904774
1701,0.2980127645903021,-0.08383658910248541,0.16692820116087173,0.03837896774956594
654,0.30986371146913116,0.20123753367485217,0.010426478020433578,0.040353431253311034
319,0.3073741550678051,0.20065532984742598,0.013163140828094957,0.042070170497323985
4384,0.3031979348732372,0.1890342671151161,0.02451550582539113,-0.02661936489182897
5077,0.3424683450800324,0.20206328768977264,0.10016435827421351,0.02187150792010581
5064,1.2518770231074976,0.4617091248714429,0.4171633688325253,-0.10541348969316312
2652,1.2040657945192372,0.46327589328661084,0.3008936066704095,0.03404962693232236
4608,1.3866014273239948,0.5030353851903197,0.5693255397273331,0.06688363665847942
7384,1.2132330154480124,0.5607927482398242,-0.16779510570809777,-0.10626225752429912
4245,0.2767628329205072,0.02893796877314726,0.1425651047143878,0.04817889081331143
6165,0.29360254519598544,0.024753112047107874,-0.0021770155683133287,0.05320398044526703
915,0.28522795464378187,0.017396768555384683,0.15972853451066515,0.051275392164572865
2669,0.33671753278884586,0.1684527521780825,0.005548615848502521,-0.03280901458801616
6992,0.3372299331207327,0.2095871290889151,0.08432689007443041,0.03326929091231648
3768,0.3118335518883829,0.20183238748072788,0.05085733323822972,0.04651153220806438
2689,0.34716021700657035,0.19603412506957493,0.09678544234383653,0.0326966888757613
1562,0.30934745009964537,0.010008723912848632,0.15187914667817648,0.04461860772203463
6766,0.31017513463336505,-0.03361068792106899,0.15001396069910783,0.03319354345099959
6426,0.28446611096174995,0.0073235754752583255,0.15262458095041265,0.03523613394711648
2516,0.32616399614952957,0.13709574174291714,0.1207687346180834,0.023056490841110843
5288,1.2517668819296743,0.39680604809186487,-0.13705291470744488,0.022274325908557678
