,Benchmark,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration
4362,0.3312291302273811,0.01817628663804528,-9.203900991148676e-05,0.18416160491864106,0.07760627020724017,0.00557176551651028,0.05755750781788306
3464,0.9599252663380503,0.03773795515980281,-0.030217761170297324,0.5773663804526421,0.23775989823501342,0.0014467588911856765,0.15102681931414633
4727,0.3312291302273811,0.04253132453490221,0.020884374834366885,0.12502337414533313,0.039281761806328475,0.011843933852758849,0.10341662691471883
755,0.3312291302273811,-0.007558011342555785,-7.415063338102051e-05,0.2560032331584248,0.09833065670217843,0.007887554990194523,-0.011607886786452535
3197,0.3312291302273811,-0.006807627073726606,0.0015974982774155909,0.225438119467854,0.09086611543965652,0.00595470928075471,0.025932580696454134
6400,0.3312291302273811,0.019973207187152186,-0.006191869401600682,0.19392094662638473,0.07790713944983309,0.0054344092860549855,0.05193756294058411
6356,0.3312291302273811,-0.006200641331425238,0.025097895796894032,0.12320861822229287,0.058936052366565954,0.011438357979541059,0.13050111305453968
538,0.9599252663380503,0.0059204431017120035,-0.0018894100810939508,0.5723708856733979,0.23689632692001888,0.0013515662267451658,0.16047023904171298
6409,0.9599252663380503,0.04998955848836593,-0.03250879843112309,0.6214732866910477,0.26833449939047005,0.0014981979116977,0.06633330683203469
6145,0.3312291302273811,-0.0057881486192823475,-0.009309084645147604,0.23911586367732016,0.08676620554407168,0.006734748502676588,0.02546181162876982
1701,0.3312291302273811,-0.008838474585254674,-0.012330497694387014,0.21214080139926858,0.07307849684634544,0.009454603275560523,0.06947646684687551
2652,0.9599252663380503,0.05892913552764089,-0.0035040281973816806,0.5327798802141305,0.26559641172417425,0.002123867069486463,0.11919478454444263
4245,0.3312291302273811,-0.005302512323103828,0.0019166269147188292,0.22635941061112003,0.08675086129220332,0.006247495627285704,0.02700951396618435
6165,0.3312291302273811,0.01412410558117349,0.009965680818360112,0.14462119043833147,0.07598939948057455,0.008533365134891613,0.08974765463507714
915,0.3312291302273811,-0.0027693856998992758,-0.008371680712354883,0.20189526686807654,0.08097996501828586,0.006011077542799572,0.06523615307150052
2669,0.3312291302273811,0.02295619335347434,0.002811814278899655,0.18214194095510688,0.07312951184608046,0.00540252822388294,0.05653940743096413
5288,0.9599252663380503,0.04845730640801404,-0.017762362855779965,0.6150555997243864,0.2635674988074414,0.0013156569671913991,0.06448635183123966
5768,0.3312291302273811,-0.00334724651507923,-0.007253723432448206,0.19802085652196963,0.08533529442942707,0.005780118725817531,0.06444609635872155
3662,0.3312291302273811,0.022326204484019722,0.004300259712725945,0.1834263793925903,0.07062717973180686,0.005645147612232965,0.0566562251550326
6218,0.3312291302273811,0.021720225791063773,-0.003310807229554235,0.18739640642391484,0.07255329411141147,0.005604097100757904,0.059018179890814655
1942,0.3312291302273811,-0.004265384003816181,0.009993162664970587,0.19044355223405948,0.08526649705835589,0.006123946573382068,0.05541962156145653
