,Benchmark,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration
2644,1.5444194951783314,-0.05945133890682109,0.07789009402754664,1.2227429546168394,-0.03235725455602567,0.13690526073096881,0.20501207923174086
5736,0.296149682230999,-0.0074307992007324325,0.018643851453851622,0.28957421961145974,-0.02588058100603459,0.0022143587481705676,0.023062394327606144
6734,0.296149682230999,-0.0032039201534379866,0.04776799855650672,0.21663029531466152,0.010337850932590206,0.056479363392743794,-0.02782814410874316
1614,1.5444194951783314,0.050858728122055434,-0.12573424353602383,1.6623264800817976,-0.10066198533785094,0.13238137960531127,-0.06842856379104093
3554,1.5444194951783314,0.07935081229909693,0.6854618844269799,0.7097785140038891,0.003671852549837224,0.09963301188877098,-0.027154280024325572
3408,0.296149682230999,0.016496822309990177,0.05000868769087858,0.16380178364976575,0.006803514505102348,0.031116067550137974,0.02618560249136242
7253,0.296149682230999,-0.0052298228379344764,0.05327866770918955,0.23876330720343228,-0.03918080087144223,0.01763586211966294,0.03491623061141294
3424,0.296149682230999,-0.004197507969285671,0.018620027132326893,0.3277052968183003,-0.016173138996371222,0.0013466756216711211,-0.027117908672320355
5048,1.5444194951783314,0.08411766474869184,0.5631996765505854,0.7509483951161813,0.08377969686641669,0.0977845385833716,-0.029088176720998067
421,1.5444194951783314,0.12998785393986778,-0.028295859312870642,1.0848866256340342,-0.010642254255297762,0.14048562521301555,0.2343198039254995
44,0.296149682230999,-0.003736091341045333,0.04408665637509438,0.27030954910884336,-0.03126584668230453,0.0014653962589466492,0.019323780214786472
443,1.5444194951783314,-0.019258756189979794,0.5576966759558131,0.6904604309094673,0.023552898013192006,0.09996449741708273,0.1983260490386733
2407,0.296149682230999,-0.003629984562641599,0.022386826119208496,0.264584862032786,-0.009259842151339593,0.054687961533577925,-0.028586379037270186
6110,0.296149682230999,-0.011534313037550875,0.047008544009837124,0.22075496033734976,-0.021674351931674652,0.02124852142184087,0.044380083134518855
4655,1.5444194951783314,0.09718493754886828,1.0258535990430173,0.036557302004183424,0.12542305713159174,0.07595982277110598,0.189763076645482
1255,0.296149682230999,0.003985778918315651,0.004642367863563161,0.24400263638003972,0.00557233505082297,0.020835822690912026,0.02114450303066752
654,0.296149682230999,0.012202747315169361,0.037769218174649344,0.21547314501092643,-0.005431160074045871,0.007618236131438072,0.032551257376183695
319,0.296149682230999,0.019222150938604767,0.06546350501547075,0.15084243870165803,-0.012443078917647381,0.031188743425757035,0.04398602952478334
4384,0.296149682230999,0.008913253406577247,0.018045436623295028,0.23580275934427986,-0.024618109157494475,0.04966417062624888,0.01237593309141454
5077,0.296149682230999,0.054424858156739336,0.06517502355700797,0.18699245507461396,0.01513923695342727,0.013016616879515108,-0.03456474668698251
5064,1.5444194951783314,0.09425245761409265,0.1668518314320657,1.1745716133041961,0.027270745203392125,0.11580058742156017,-0.02800543983105792
4608,1.5444194951783314,0.03832850498205662,0.17674983459973134,1.3544548975186617,-0.0707011968964895,0.09938185408689015,-0.047472099146601374
7384,1.5444194951783314,0.09998254108275371,-0.040508263330593465,1.489535542679952,-0.10016708768553241,0.15518813862881495,-0.05328907623114606
6992,0.296149682230999,0.0644378395717637,0.056381409678087656,0.17457951576147615,0.014640379718919759,0.0182421961145973,-0.0280978969105235
3768,0.296149682230999,0.021402510742663906,0.054199696599103175,0.18023430034015653,0.002357488455395405,0.012873186444529084,0.02911626135247297
2689,0.296149682230999,0.0428315022354097,0.03380180035686362,0.1802510241450978,0.006492812606507749,0.008791675855570471,0.028014628734871712
1562,0.296149682230999,-0.0008372595013265518,0.06829168253840966,0.20602436229007534,-0.022516256006201687,0.015596610463989526,0.033624304149374784
6766,0.296149682230999,-0.008898233725615988,0.05915284989675017,0.1507777488188082,0.010822256527463133,0.031624999164645125,0.02784899456685177
6426,0.296149682230999,-0.004960387471013183,0.017972710626382487,0.2977425202322955,-0.027445367790051932,0.0019326436643343663,0.01494132467237381
2516,0.296149682230999,0.004282847825069978,0.06764092437030948,0.25553248862246636,-0.0029728442831652804,0.016585186150484196,-0.040885158750843704
6013,0.296149682230999,0.021259548106417517,0.0629934274277084,0.15142411302017553,0.018040073644887286,0.0756134512186157,-0.02914716948348335
921,0.296149682230999,-0.007764356409176874,0.03584349124882214,0.27160914412879167,-0.015288698650734761,0.0013785527643564055,0.014405310852262461
336,1.5444194951783314,0.06771239733488357,0.6319016687049326,0.6838466422074752,0.19133173947619905,0.09822492097542723,-0.12227557355466896
4834,1.5444194951783314,0.06160623709376695,-0.11383726952558518,1.3983662630231823,-0.10653337744007157,0.13725365384229804,0.1738862881506579
741,1.5444194951783314,0.041192335451793356,0.20387771740946428,1.171679481010712,-0.11205470572117855,0.10684603406911394,0.1392009329243435
4228,0.296149682230999,0.0382611753777475,0.045316933646090185,0.2666704591778772,-0.028812843748538118,0.002493484231841054,-0.023745764750696688
3752,0.296149682230999,0.028445621737939148,0.0273399627097576,0.1840486310204027,0.005697354263985532,0.04267052934768809,0.011981344854547996
2883,0.296149682230999,0.012239402687837884,0.04926794509379368,0.21045067396432693,-0.0010233264500090174,0.0075831178117711315,0.02166563082660037
783,0.296149682230999,0.006147493601181533,0.017258031101933337,0.2830583177957324,-0.029396773525264472,0.0020022955552436764,0.021114079405494618
7322,0.296149682230999,0.00402991907081804,0.029014448298214993,0.27597714803156975,-0.024640580204093897,0.001554094241397509,0.014248414496414643
4309,0.296149682230999,-0.009588036381376275,0.03899916130368825,0.28492329771380076,-0.03045145919792564,0.0018616217914018541,0.0144388587047321
1580,0.296149682230999,-0.008741587976235822,0.04352247438801899,0.051657828611907486,0.01536974478237334,0.23183839892539945,-0.03346341479714242
3018,0.296149682230999,-0.004902714569257609,0.019657220473545973,0.3183516108983741,-0.005982895273227869,0.001459248046940259,-0.028399025642053773
4522,0.296149682230999,-0.0026894584895446904,0.009427681656274847,0.06285288732064928,0.011210646431029762,0.2506722936172204,-0.031290606601308515
88,0.296149682230999,0.03323424353602384,0.012204685338519202,0.2584274277083876,-0.021443844102728607,0.0024486925025227787,0.015312238951596202
