,Benchmark,Job tenure,Age,Car price,Funding amount,Down payment,Loan duration
4362,0.34159542231168066,0.0544423529209263,-0.12026776952070452,-0.11235628502693636,0.14567762484059557,-0.005629346547286863,0.08597070706017196
3464,1.3398380863084818,0.24935462111195922,0.2543541364501337,-0.2410254614614107,0.8401960519555935,0.005219146040748625,0.12811103983295172
4727,0.32093602570095425,0.08705467936090147,-0.11447092328102366,0.049577167364759235,0.03911939969883578,-0.004145980388817916,0.05481404506964476
2644,1.2140016902011899,-0.219356657191417,0.03864594778968724,0.20833085867185916,-0.10586827474873345,0.018845927183939494,-0.06230486320093886
5736,0.3303594027676323,-0.007116589945433022,0.022884789867477294,0.05437336515882818,-0.12537362307943517,0.0035471640763965204,-0.05343899735521119
755,0.3089652218094823,-0.058452889840824175,0.007544318628991709,-0.049248232088277284,0.10235658278817866,0.0006180439226694202,-0.019013371267505973
6734,0.32314977833384495,-0.013844386997916994,0.061340541462136626,0.09039075974284905,0.13558669927249753,0.02796323802298854,0.032529763396000416
3197,0.30857574323468523,0.002729279740351961,0.055808939855244176,-0.11483148130673711,0.1632316982739827,-0.008413761135640239,-0.009083849291257134
1614,1.1546153816030462,0.2368898324155348,-0.13680847972171808,0.6841305418954182,-0.2524709768742026,0.021186072963867455,0.16725646638530986
3554,1.2191017791685668,0.3767244234228248,0.5252976481024956,0.014935938987784598,0.13570203184330057,0.00048287122068216027,0.08833263296418009
6400,0.328228057816763,0.17491129046427137,0.04358478730645053,-0.0747362882485686,0.11704155597969845,-0.0012369008326654368,0.031943718303002654
3408,0.29144241406523985,0.09020329277414937,0.033976963220771865,0.016251508598835437,0.12374842942135038,-0.0021374246919857055,0.012370012580886176
7253,0.32738365152772936,-0.0008194858702747469,0.06671423267268332,-0.021160554690831463,-0.0981539728410002,-0.001288342842607581,-0.05001050704765957
6356,0.29133111294450315,-0.033735495961456356,-0.06643830153362441,0.09017567111437864,0.06475514315609746,-0.004455977770177662,0.10134659782639846
3424,0.2734381680341133,-0.005678061527792671,0.05292520913683618,0.16555831078759223,0.0648233775215631,0.0036257537666714405,0.04070489304791297
5048,1.2124033621904187,0.27850755232959534,0.4177263313191293,0.07566008282315564,0.35482112304358443,0.019407782711612552,0.11876120116253576
421,1.2492634968151402,0.23490844966329305,-0.07645898354126476,0.12950214353218858,-0.15342262089879477,0.010632038591219103,-0.043265628061832394
44,0.2654066020748996,0.004463148288190764,0.08170256025622873,0.15884920571563826,0.039795777693406156,0.0007330049441217571,-0.024765383885530626
538,1.2075607212576875,0.2199890013703056,0.09115656593142633,-0.17599271011386328,0.8731430321817922,0.002394202228594214,0.1599928258296537
6409,1.232543181427719,0.3239769462772425,0.3937900436077009,-0.22230913181691705,0.6280669332452247,0.012609416546745193,0.11205211641183226
443,1.0895674767362682,-0.0715219123852141,0.683516924572719,0.03352336132882143,0.3055421017892644,-0.008648811685492296,-0.18889012958361673
2407,0.30548895149438426,0.012505386847709828,0.05234929322608299,0.1446175603537981,0.05568022052335468,0.03032276464637791,0.04449577509942594
6110,0.31337105397449844,-0.01681524480332219,0.042209971226811756,0.0009841791705105412,0.025437288596177186,0.0006554727827083909,-0.049433991522710254
4655,1.247807288370346,0.16065748903521615,0.773928139439192,-0.1532384005244779,0.48402257838673846,0.006304062455792751,-0.057534704068686396
6145,0.3034670323283309,-0.044353604884666234,0.08890456014298992,-0.03928250286121844,0.10908996818455582,-0.005946776700636224,0.00041513623621739523
1255,0.29475347892766235,0.07560354773114913,0.013669908603637891,0.04958136850869291,0.14882679983434768,0.0015289927208127386,0.01589519730256377
1701,0.29430001661652494,-0.03406027938676778,0.08114967367723992,0.006737298198242557,0.12735452773306682,-0.0043231113928186085,0.0399981608719056
654,0.29244935946965955,0.11581344340135465,0.043636832225926715,0.04192188125195963,0.12091872068786615,0.00010270868044569747,-0.02470331990301888
319,0.30716657140909104,0.11569523496168556,0.049355430529336254,-0.026502273571715626,0.02275171808072115,-0.005883555505290626,-0.05606959655381032
4384,0.3063381797407531,0.11604940538675378,0.029118362298996624,0.09556332412247928,-0.14951495028633988,0.009302008488142438,0.021416709957795575
5077,0.3497806424817422,0.08133210427114847,0.04174299081211997,0.020828750959993626,0.11392972197030735,0.0013627609096844085,0.053966949485199256
5064,1.186309146529197,0.32210081126331563,0.13427106595158023,0.20712118433302507,0.05189003214047427,-0.0018686981227650772,0.09007489638537604
2652,1.192699156078426,0.35002774070385306,0.01748658559926657,0.0016952669594165123,0.23178178773169758,-0.005185640555117353,0.11793599005453834
4608,1.2160493834198385,0.36284412671565086,0.24168265344937362,0.5813765686776511,-0.13400108550628068,0.015994931528617327,0.11326210435699208
7384,1.2394400545999193,0.2813534263432575,-0.12011090264803423,0.1794416945398703,-0.2931517664474942,0.003641799316238363,0.15108011263618804
4245,0.2883377145686872,0.007208526852739331,0.0532958529561781,-0.09001492988545207,0.20093977160858661,-0.008349432706752855,-0.0033350371328838024
6165,0.28069095670423866,0.019555760822154652,0.01175117626675214,0.04711937294069173,0.11954545286782794,-0.0019810561018704068,0.056839514774892
915,0.29610187594241905,0.011214044286452689,0.05988707170774496,-0.06469256798429059,0.19808918361402658,-0.00292804230361502,0.08508428436373852
2669,0.3136617072291561,0.06389826645947558,-0.021954139891565565,-0.08692759932232261,0.19150248043655355,-0.007502418407309441,0.08520579871387243
6992,0.32716645797008975,0.11887510918621638,0.044414318327852795,0.010329144448056595,0.11123422754469822,0.0030014132770669675,0.0344336174194726
3768,0.2934922466677801,0.1122372427294671,0.04709001628550499,0.030865235211417184,0.1215659261542562,-0.0019018820383371476,-0.028723087750965905
2689,0.30469675598616003,0.1335751261445745,0.04582560912989622,0.04118895004102384,0.10658708804548114,0.0022222968067038447,-0.016135275714250902
1562,0.3042498453840977,-0.00596909176790593,0.1038218899456103,0.014051343281617872,0.03241193858858775,-0.004792145901481969,-0.04694854962539177
6766,0.29668992676970296,-0.001337435963139942,0.06557364454416789,0.010708081809114535,0.1158091525967683,-0.004945870257526105,0.002639168587560324
6426,0.3208990621720955,-0.01516039063243299,0.07970805670413175,0.06476432726288692,-0.15762904561153557,-0.0022164094108941355,0.004830954546970197
2516,0.31495586201956893,0.05507689440368081,0.060659873486814404,0.05844255579840536,0.11219010937385838,0.0036108279454694914,0.03747379403113138
5288,1.2070601443336768,0.22243390690392426,0.08058686881763327,-0.39503199962604557,0.8557401062874996,-0.01850888125699606,0.07779060378219427
6013,0.34227300789125154,0.07344852785693864,0.049257527000804296,0.0031127171599541633,0.13875085116518945,0.025007823132227602,0.035173772560357086
5768,0.2962743802679232,0.02442304344899204,0.04946720152637408,-0.07956439740854857,0.13812097354673517,-0.006989606570099765,0.12096359948311305
3662,0.30547415644938936,0.06970926466516959,-0.016946171462396714,-0.10207482123519501,0.20718068536646805,-0.008660882645607538,0.06496998326116625
6218,0.3137858094147752,0.0691118860812225,0.03763713940085114,-0.0615605979498309,0.1879288153898915,0.00023266705939404138,0.07073099695741998
921,0.28942724258465385,-0.007774346946544636,0.053397565346125296,0.13607840364648024,0.06893697668420451,-0.0003894927403403439,0.005304811233459884
1942,0.2821470500527413,-0.052947284193660765,-0.04361613173693329,0.0024235461143463886,0.18960573953729243,-0.003963615976279411,0.05417302797326139
336,1.240466562705755,0.15395108325693757,0.26748429437827026,0.13976424419290967,0.4628855496625575,0.030604222067132807,0.2976409285451611
7268,0.29654640716618014,0.011573008604363442,0.0006939356923262148,-0.013907218107635936,0.1099837039223677,-0.004836863499782124,0.12273168668263161
4834,1.2049382286194417,0.41988863320361947,-0.1541140811058129,0.6317557557978624,-0.47960788241315994,0.02370998848065225,-0.27518395633536646
6105,0.3096252962158963,-0.041240302664924976,0.052122588943353594,-0.11876729589002337,0.17000636134778635,-0.0116316360986453,0.10826528130989947
741,1.1719690729057843,0.4034215146263929,0.41901392886614336,0.7182958571577335,-0.34010144239192663,-0.006310311926856553,-0.26187487995701814
