Index,Cluster
5218,0
5781,1
6333,1
233,0
4829,1
1832,1
2406,1
2208,0
1593,1
1188,0
7113,1
2858,0
2018,1
6725,1
6133,1
435,0
3307,1
6648,1
156,1
4326,1
6977,1
5610,1
3049,0
168,1
3017,0
1575,0
5553,1
5291,1
5061,0
970,0
251,1
6533,0
1046,1
4584,1
642,1
3520,1
1025,0
756,1
748,0
2521,0
683,0
491,0
2245,0
3668,1
1632,1
2302,0
4482,0
4091,1
6153,1
5364,0
1539,0
4475,0
6808,1
2899,1
706,1
5368,1
3132,1
2348,0
1811,0
7060,1
5775,1
4559,1
1320,0
3936,0
1965,1
6538,1
6868,1
2531,1
7247,0
7380,1
6086,0
3484,0
1992,0
6081,1
6049,1
1817,0
2829,0
5598,1
1652,0
2937,1
6245,1
2439,0
1775,0
48,1
468,0
5261,1
5700,1
1616,0
1803,0
4690,0
3689,1
3221,0
2318,0
2173,0
61,1
65,1
1608,0
5901,1
518,1
5455,0
2678,0
4401,0
676,1
1893,0
7104,1
7403,1
3698,0
4577,0
2868,0
4717,0
3686,0
7347,1
7110,1
535,0
2519,0
5375,0
3790,0
2778,0
3721,0
2132,0
6012,1
3688,0
7201,1
4664,0
1858,0
763,0
6605,1
5094,0
3332,0
2181,1
1383,0
247,0
2189,0
6116,1
6888,1
5360,1
2177,1
3948,1
3787,1
4384,0
6784,0
3095,1
3047,1
2299,1
6274,1
5968,0
4121,0
4766,0
4708,0
5049,0
4467,0
1533,0
2827,0
7025,1
2890,0
2436,0
2952,0
1426,1
3320,1
3570,0
7191,0
79,1
3954,0
6075,0
445,0
308,1
7114,0
4825,1
1335,1
957,0
2859,1
5584,1
4127,1
6076,0
3265,1
3362,0
2206,0
6804,1
2138,0
6209,0
5643,0
2684,0
5477,0
3007,0
167,1
6721,0
5738,1
927,0
828,1
2291,0
800,1
1038,0
7261,1
3908,0
4808,1
7155,0
1374,0
5014,0
157,0
5703,0
3470,1
3050,0
1543,0
3903,1
6903,1
6658,0
4836,1
6289,1
4094,1
2646,1
7241,1
378,0
736,1
6147,1
7014,1
4395,1
6257,1
457,0
1839,0
2586,0
1499,1
4500,0
1507,1
447,1
2088,0
5783,0
611,0
4063,1
2225,0
222,1
321,0
2676,1
5096,0
1242,0
2199,0
509,0
6268,1
1215,0
6881,1
5746,1
5318,0
31,1
3206,0
1672,1
6900,0
1634,1
5071,1
2091,0
6758,1
5184,1
1747,1
3250,0
1783,0
4625,0
2333,1
2481,0
3767,0
5141,1
1730,0
4890,0
576,0
4626,0
6077,1
3813,0
1199,0
5905,1
586,1
486,0
6286,1
6000,1
2094,0
3370,1
7079,0
4758,1
2728,1
1420,1
994,0
6534,0
5537,1
3980,1
58,0
2862,1
319,0
1554,1
1755,0
7227,0
5516,0
737,1
1945,1
3154,1
5162,0
4905,1
4782,1
2540,1
4486,0
5857,1
5743,1
7006,0
2036,0
6579,0
856,0
6834,1
3626,0
7284,0
4819,1
852,1
3386,0
6620,0
960,0
3149,0
3612,0
2499,1
1144,0
1487,1
1514,0
2178,1
6045,0
4705,0
842,1
425,0
6162,0
7084,0
1370,1
7129,1
5277,0
1047,0
465,1
3653,0
7264,1
503,1
6430,0
1174,1
4367,0
1197,0
1328,0
2585,0
1087,0
3641,1
5613,0
1912,0
2628,1
4525,0
1871,1
6980,1
1509,0
3590,0
1941,0
3381,1
6098,1
5885,1
2440,0
712,0
1175,1
228,1
91,1
1512,1
2405,1
4922,0
2855,1
4772,0
2929,0
4416,0
1055,1
4004,0
6840,1
1595,1
3528,0
6525,1
3979,0
245,0
6110,1
6314,0
3437,0
37,1
4381,1
1662,0
1656,1
5842,1
2182,1
932,0
3438,0
5219,1
5812,1
4994,0
2977,1
3651,0
543,1
7167,0
3942,0
6768,1
4987,1
2516,0
4489,1
1057,1
1760,0
3166,1
1728,1
6704,1
4545,1
786,1
2457,1
472,0
5302,1
7221,1
2306,1
5345,0
5386,1
5245,1
1862,0
6767,1
6179,0
1172,0
5381,1
5377,0
6869,1
3043,0
19,0
1561,1
5865,1
6553,0
6606,1
1467,0
6599,1
3966,0
473,0
7303,1
6073,1
5993,0
4952,1
4417,1
4195,1
3044,1
6057,0
