,Benchmark,Job tenure,Age,Car price,Funding amount
4362,0.33178905915695234,0.05957081874521566,-0.09683254954270072,-0.12227988631073182,0.17898981590369503
3464,1.2937920362386275,0.2952643408589021,0.3474665344566109,-0.13937134077781999,0.8659997181442547
4727,0.3205787189177007,0.11112299904266598,-0.12088141595222228,0.0395147224411837,0.035439244846073546
2644,1.1483144714257079,-0.17300755726985617,0.1697287234982951,0.24137911589148214,-0.02943629663904853
5736,0.33185251688017003,-0.001151160739669086,0.03280300711833087,0.05897037659544681,-0.15200799610726126
755,0.31636259055818916,-0.061638950513081034,0.006330196545102916,-0.051695965845667824,0.0774891194944397
6734,0.30696543006130356,-0.0071242748107736165,0.07706681850705058,0.11289054141298131,0.16881894111247056
3197,0.2912777387147922,-0.00610643417530367,0.057573658944794694,-0.11115373493407887,0.20058898096447492
1614,1.125699503627593,0.1958346846964929,-0.13939578978235323,0.7920217678187395,-0.2591467853712198
3554,1.2765910860243428,0.30415448153682306,0.4328318912357902,-0.07380426713746925,0.24897674883157853
6400,0.33364067377359924,0.13149185209299738,0.04713641066158472,-0.09064039779254311,0.1532057687153128
3408,0.29284216556768433,0.08957635171370124,0.025041394387311233,0.01041624119048392,0.11724723971373852
7253,0.3509823255554117,-0.032331744617967506,0.045845833442560074,-0.033027899857690265,-0.13140348005479424
6356,0.2797467222146203,-0.035579156655910625,-0.042277142433880206,0.08272608356463997,0.05786953635238017
3424,0.24856266178601968,-0.004246773036220411,0.06366999599874577,0.1909539775494888,0.07677273190966706
5048,1.2204969180329617,0.2230682593853187,0.3666870209392197,0.07239766827875159,0.48133971959112803
421,1.1990069600652513,0.29169924417140836,-0.03615324468390991,0.2170683847674347,0.006196901842466603
44,0.250541843052812,-0.012232325947981305,0.08605399315620924,0.18508213951066832,0.033473468676926015
538,1.1116462573881836,0.19134156730083193,0.04978160244033833,-0.11561915192512338,1.0119814347087361
6409,1.2210466309518846,0.29335928712646747,0.4265432897503474,-0.17238218348585443,0.7440355478619298
443,1.1396168353395122,-0.18772358455885726,0.6008427959236383,0.04913481513860017,0.3507428661742013
2407,0.27323250289065176,0.017996562965293127,0.06453679893971845,0.17696325379392672,0.07776689828828001
6110,0.31131578258973913,-0.01597284583059757,0.03226375733419333,0.0174272631319477,0.017897547672129605
4655,1.2485198555336443,0.17723445358291073,0.713514439366164,-0.09833206731942577,0.5383368265562978
6145,0.30044690863623036,-0.048336329701722656,0.09097707011054963,-0.038779093172323996,0.10536375343251315
1255,0.28865207150116984,0.06225717375705575,0.014074015481135118,0.06916228388096059,0.17563796533885576
1701,0.2861308393505943,-0.03309372800859673,0.09534612627178006,0.007561423011824736,0.12128269714610386
654,0.29707865443467796,0.10677520398979305,0.03604023312945027,0.054070567472953,0.1087839596037924
319,0.313634829843796,0.1235837231457215,0.03326262300198924,-0.03433688050921795,0.003243665307378107
4384,0.3251625556869232,0.08926063568529465,0.0356759366115168,0.06580498468082535,-0.1999290991569323
5077,0.3464701281219746,0.09463528892855595,0.05173662104749142,0.037739038869878366,0.13357740933318446
5064,1.1716435464409947,0.2750347010754211,0.15610326152006623,0.21090926775015517,0.13496245496556844
2652,1.1866243284496383,0.2829960462974989,0.05702155596970282,-0.010183258053260558,0.30412435528292564
4608,1.1903729133285552,0.3343945979410102,0.28993312428862944,0.6252213619220814,-0.06346012828399057
7384,1.2462165757226051,0.31366967847920674,-0.10603384666844275,0.17197798111221047,-0.2698095614328678
4245,0.266288586105951,0.014680071376360262,0.04269677625713865,-0.08799167519651155,0.27924207628719366
6165,0.26951010471411085,0.02293801795057346,0.004022185115618778,0.04975531182247684,0.13203260056936073
915,0.2768608298419117,0.00594095569215498,0.06831144582242844,-0.050526465177403515,0.27186824381924074
2669,0.3007302653824155,0.061011938328256105,-0.01463381512986196,-0.07509878159878244,0.2338969076543444
6992,0.3233165317234028,0.123196235000631,0.04847911188819576,0.020419986396954914,0.13711746007941125
3768,0.2964338172802198,0.12040404437592127,0.04726740652275566,0.028479191141072804,0.09800951827053143
2689,0.31576349007280136,0.13033235964061465,0.04629702870803386,0.03717238079910068,0.1014873605886008
1562,0.30613205557743794,-0.003180783737797337,0.09826940166313175,0.01909740320835968,0.02201004804553257
6766,0.30246632597905443,-0.023551021173320506,0.06939334920016574,-0.015542213130494704,0.09517654543618237
6426,0.3326705187998632,0.00026539553180410675,0.06390459213522898,0.058597646758547166,-0.19644720528954027
2516,0.30248266149339365,0.06211943378086821,0.07630463190391626,0.07197656116483037,0.12265364491093898
5288,1.1965898650866635,0.15579606771609691,0.0852627852671747,-0.3717246970457166,0.901533583813067
6013,0.3389165876770423,0.06870365865826504,0.058612074846417055,0.012865434507962613,0.18061710354307084
5768,0.2893289769744899,0.015415599038967427,0.04612385355125034,-0.08919062897724972,0.19528442333472934
3662,0.2899832219442461,0.06534083461814444,-0.017519877231197113,-0.1026282717975385,0.2668942621323453
6218,0.3001930915987574,0.06912931265199027,0.028715781300263296,-0.06901028092706357,0.2586626188767753
921,0.27339809568083473,-0.0029313911907785555,0.04249275090190793,0.16455544114691512,0.07319053997017244
1942,0.2599082861321488,-0.042656895802991174,-0.054293250276318206,0.028992378921417115,0.21253787627081472
336,1.208245109086043,0.13097640357353252,0.2836437607562921,0.16216505244813198,0.6729101168736078
7268,0.29653440054259966,-0.007176640133209839,0.0021112382205331257,-0.01819736232200364,0.11121227283636081
4834,1.3004860224250172,0.34027286257530837,-0.19848905914032566,0.5139544249218194,-0.7250832764846351
6105,0.31520887927065644,-0.049995636011450635,0.051063873348212545,-0.138913096578572,0.1802588652979491
741,1.2586655677673344,0.2662044191810659,0.42455034660940955,0.6175553860763265,-0.38106490261955167
4228,0.3214400397394987,0.1363470306690345,0.07078772990700793,0.13589051377608063,0.01258177525225268
3752,0.3596344812974019,0.09632293068197921,0.03888496688753837,0.08934029498733688,0.09326194071600295
5231,1.2118344746578953,0.30836519705415044,0.20897914267489043,0.03128367612234778,0.6992374907970134
1041,0.33048535625747755,0.14713261058773738,0.033903821959834275,-0.09978038824561965,0.14826546950115585
3837,1.206399958012602,-0.07372031497125442,-0.05771204666084245,0.01438363513438553,0.29575573409806233
2883,0.29104573007390094,0.08774555945113928,0.042092396865081295,0.06175132702846223,0.10902510934356863
783,0.36198003392799044,0.0726656928723418,0.020425396929906123,0.008830040579505231,-0.20392720359068373
5244,1.1952296044522166,0.354125897157809,-0.11619679617196409,-0.3909222205152372,0.8866578822980973
7322,0.30519563849803266,0.07861324027013451,0.023687389465098012,0.1332913750313202,-0.16487862523488833
4309,0.26921871183703805,0.005036037705673889,0.0676447944983059,0.1677409749770217,-0.0041897084246011775
5740,0.31704410987907067,0.072951282646851,0.04308630922806272,-0.09263576678276186,0.1895070664100498
1580,0.2735905402325014,0.006601701152844829,0.02405836659414013,-0.050325437206624656,0.2630346470208944
3018,0.26324854550187554,-0.029891187831960375,0.023270321199717885,0.17672995313716416,0.09732547957643198
584,1.1747323788294177,-0.14138477027943933,0.016051781188090104,-0.28139087071884583,1.010361932648466
2509,1.1489470950467564,0.3647222735333801,0.051538272941625066,0.07110921209025022,0.6780480656506447
506,0.3413524220815363,0.08609118104466275,0.02354643619117177,-0.1390990106192758,0.09149505878632949
3102,0.30578270557018605,0.06814609434709548,0.030042581148341643,-0.09047864063839613,0.2513051323147102
4522,0.2718901295751288,0.01025598272856273,-0.009127035655869356,-0.04721535871985878,0.2790316497380488
88,0.3263317434541142,0.12496723198353496,0.027856903646993916,0.1219314403682049,0.04469112918483125
1168,1.1534002407735662,0.30465289830819503,0.07485669200116964,-0.17524664155772945,0.9915911808414496
1928,0.28482647139201156,0.0015630089838216206,0.01865790536271702,0.016987600176144643,0.2445839295080204
4231,0.3250662260317547,-0.05824137713456952,0.03301912361762151,-0.13778235869567645,0.11431697889252025
2664,0.2933452897105547,0.10474125002514759,0.04157081386811551,0.15005311720870562,-0.08554688905023969
5019,0.3369263775133762,-0.020367468665139665,-0.08126085789816898,0.04736397056507505,-0.19322790008122406
3852,0.267567127602508,0.04038654219087875,0.004875512527339701,0.11890028453814978,-0.08157946970477496
3583,0.279965706781314,0.07660143646855685,-0.028130732497764134,-0.08413432082418112,0.2706569321780295
5532,0.3005485241257674,0.09633182122908211,0.05731334372562087,0.06542660299612459,0.057410428499984796
6695,0.26710151002224686,-0.022880915236609504,0.06068067654320089,0.052365170026887044,0.19350732997666908
6380,0.2841562719313634,-0.014783277927443826,0.04494306188816523,0.08166960715161707,0.06858764971935331
1730,0.2927140031354211,0.10436397330844392,0.07189213906969726,0.15287354167085798,-0.07991288584720418
3704,1.093821703417002,0.2812560900247657,0.08481462548849743,0.38587405356315857,0.45961438496617596
2283,0.29292871331180653,0.07958679328025019,0.08112795691976175,0.0651690692481158,0.0594754612771458
1033,0.30669783383043736,0.09804938602389747,0.07563961898061702,-0.009043350206067554,0.09943331398750274
2840,0.31704377042181764,-0.03413110244612982,0.025038435105204128,0.08014946330561316,-0.1366356559303404
5751,0.2838408745771125,-0.03948476129744678,0.016556014917423655,0.06223015919464449,0.13916067291382545
