Index,Cluster
272,0
284,0
556,0
127,1
201,0
40,1
606,1
235,0
16,0
8,1
312,0
389,1
449,1
315,1
493,0
428,0
530,1
79,0
407,0
512,1
520,1
134,0
359,1
57,0
155,0
232,0
188,1
602,0
55,1
271,1
211,0
492,0
432,1
460,1
467,1
180,0
126,0
243,1
331,0
230,1
59,1
515,1
153,0
266,1
355,0
161,0
541,1
419,1
192,0
333,1
470,1
114,0
280,0
558,0
324,0
584,0
338,0
218,0
400,0
54,1
440,0
585,1
366,1
229,0
539,0
24,1
365,0
506,1
465,1
18,1
448,0
399,1
87,1
445,1
595,0
525,0
387,0
168,1
51,0
215,1
589,0
594,1
186,0
552,1
193,0
529,0
30,0
66,0
197,1
339,0
505,0
429,0
439,1
523,0
583,0
479,1
596,0
15,0
269,1
568,1
317,0
340,1
345,1
233,1
135,1
437,0
377,1
610,1
490,0
532,1
554,0
108,0
574,1
251,1
104,0
514,0
347,0
450,0
358,0
227,1
25,1
136,1
49,0
296,0
241,0
174,1
46,1
404,1
203,1
303,1
548,0
83,0
118,1
462,0
166,0
564,1
189,0
557,0
509,0
92,1
261,0
138,0
56,1
464,1
88,0
401,1
528,1
139,0
291,0
288,0
23,0
164,0
578,1
559,1
128,0
346,0
240,0
319,1
410,1
262,1
98,0
482,1
443,1
537,0
436,1
202,0
3,1
371,0
350,1
456,1
146,1
310,0
19,1
501,0
260,0
298,1
378,1
190,0
384,0
576,0
196,1
140,1
82,0
502,1
382,1
84,1
334,1
575,1
179,1
99,1
451,1
74,1
7,0
402,0
273,1
279,0
154,0
586,1
191,1
551,1
592,0
555,1
50,1
38,0
208,0
5,0
75,1
248,1
47,0
302,1
70,1
598,0
591,1
225,1
286,1
11,1
522,1
150,0
397,1
115,1
281,1
253,1
195,1
570,1
65,0
434,0
403,0
219,1
362,1
69,0
93,0
68,0
21,0
77,0
577,0
458,0
236,0
457,1
314,0
125,0
228,1
415,0
42,1
4,1
459,0
64,1
488,0
109,1
255,0
567,0
205,1
487,1
147,1
6,1
524,1
290,1
390,0
418,0
386,0
447,0
411,1
259,1
282,1
122,1
78,0
550,0
320,1
572,0
151,1
375,1
299,0
427,0
163,1
499,0
396,1
325,1
265,1
531,1
478,1
513,1
301,1
278,1
143,1
438,1
442,1
199,1
41,0
430,0
553,0
547,1
364,0
231,1
245,0
313,0
167,1
332,0
494,0
466,0
263,0
29,0
238,0
250,0
162,0
149,1
226,0
353,0
533,1
94,0
612,1
221,1
85,0
388,1
187,1
89,1
475,1
34,1
217,1
72,0
305,1
220,1
453,1
534,0
395,0
394,1
110,0
367,0
412,0
12,1
343,1
198,1
213,0
579,0
234,1
571,0
420,0
431,0
516,1
216,0
96,1
461,0
469,0
297,0
63,0
222,0
452,0
95,1
13,1
327,0
435,1
17,0
521,0
246,0
543,1
608,1
207,0
90,0
307,0
341,1
380,1
417,1
344,1
471,0
491,1
351,0
600,1
39,1
86,1
181,1
562,1
580,0
145,1
158,0
172,0
526,1
527,0
408,0
517,0
200,1
426,1
381,1
292,0
348,1
71,1
604,0
569,0
32,1
549,1
603,1
106,1
489,1
546,1
542,0
133,1
60,1
26,1
100,1
363,1
309,1
252,0
481,0
441,1
476,1
22,0
62,0
148,1
483,1
588,0
257,1
52,1
242,1
173,1
35,0
178,1
120,0
275,1
44,1
300,1
76,1
368,0
212,0
267,1
311,0
444,1
503,1
495,1
33,1
9,1
160,1
285,1
295,1
277,1
563,0
484,0
496,1
182,0
590,1
36,0
156,0
2,0
508,0
497,1
308,0
289,0
560,0
414,0
421,1
141,0
223,1
183,1
599,0
511,0
117,1
1,0
113,0
593,1
165,1
184,1
372,0
274,1
0,0
566,0
540,1
500,1
383,0
405,1
561,1
20,0
176,1
335,1
379,0
545,1
171,0
519,1
507,1
152,0
413,1
581,1
316,1
258,0
474,0
337,1
538,1
504,1
398,1
423,0
605,0
480,0
422,1
119,1
256,0
249,1
