,Benchmark,Job tenure,Age,Car price,Funding amount,Down payment
4362,0.33192329095112266,0.06484948561274043,-0.10191670437835297,-0.1265692770385081,0.1820430010204142,0.003396118920042283
3464,1.259121047754146,0.2901218268078265,0.3125172927710518,-0.18364943353848423,0.887569183084258,0.023056421643749835
4727,0.3128404338340325,0.11435508517886915,-0.10154191920462803,0.059773247743589726,0.03700186404728842,-0.006594686379793055
2644,1.1663582825804837,-0.20611978768946035,0.20932211720830562,0.2224512707449052,-0.025952164806350233,-0.006545472165061144
5736,0.3259233188262726,-0.0005868181527599959,0.033476652631479545,0.06712310595346574,-0.13372268481446822,-0.0023060213483984656
755,0.3151449225046655,-0.060594071227510565,0.005769366819194342,-0.051876356360260216,0.08677766967573243,0.0038305163069872993
6734,0.31855193767923706,-0.007100078507997929,0.06361104028454559,0.09822209256563671,0.16193434406468463,0.021841421082427284
3197,0.2935490987655027,0.002494165471164053,0.04366458720010808,-0.10609129361738312,0.2150907193528582,-0.0061045176711595935
1614,1.144288506455566,0.18292716023634742,-0.14120039259534842,0.8277800567359507,-0.3218421864578018,0.010636816102066347
3554,1.254588327236852,0.3305683889508096,0.41920701655921894,-0.029454417588650045,0.2484768618352507,-0.027955928575232415
6400,0.32981700132297614,0.1449088517636461,0.04092132962110327,-0.0942932993626491,0.15736933455185173,-0.009897723461457484
3408,0.2909783233711203,0.08914354323832718,0.026347907145591383,0.016435556763338632,0.12681086079464798,-0.005130395753620835
7253,0.3460079230593726,-0.03474756991654117,0.05259286000389889,-0.021690074189592144,-0.14013342270899593,-0.00014505256066907565
6356,0.2811581700119682,-0.031269809496614974,-0.042146809641099264,0.09608428036842544,0.05725938817773983,0.005623141407040572
3424,0.26112132898623924,-0.008988367646710654,0.05292949202977074,0.19983709557111456,0.0563805229979342,0.0024421325588387588
5048,1.2098444821004213,0.2644684728516472,0.3347923956170759,0.08139018645328991,0.49697675325320334,0.0031746076542882922
421,1.1839848031241849,0.3249506878578634,-0.022891180095870746,0.25368802492461645,0.011957630816316425,-0.017345383820876872
44,0.26161085319590144,-0.018845633425396115,0.07032711285139485,0.20108757773657893,0.027242175307742495,-0.0008347566792673093
538,1.1209162961174217,0.18488208380661747,0.05746151805080957,-0.13110911973366976,1.0697942055748018,-0.0008346375546947756
6409,1.2182360420179823,0.27301999317444287,0.3813826551525898,-0.16555425163200452,0.7450292232896419,0.011328542710641057
443,1.1383709989463564,-0.1575396178720573,0.6308821515114176,0.0682266558425877,0.35721147627487415,-0.027628479652397765
2407,0.28831536826173676,0.015810943712357577,0.0527315315167214,0.17319095130031234,0.0646599023600352,0.021646038390079794
6110,0.3165767062424419,-0.020748678244551903,0.03318155829277182,0.015112283352958516,0.0006294297129043652,-0.002753728278518813
4655,1.2577038709312442,0.18769594897202288,0.6623360951874836,-0.11694141628030541,0.5458819684800171,0.01912426667526677
6145,0.30111045221208105,-0.0461657521157942,0.08006452179230927,-0.030964008836996966,0.1161736566618074,-0.007007693022816973
1255,0.2919136607805742,0.04674292643371671,0.007557382849409682,0.0616185390432152,0.18724092814354673,0.002485376530313822
1701,0.2842169631806898,-0.030259670790275802,0.0887460175341698,0.01079563105446695,0.13463805642010226,-0.006546346329200339
654,0.29751448766767385,0.0946457267812213,0.03223360348894277,0.055310745800895685,0.11917784522891355,0.0015363224519415182
319,0.3070622230314281,0.12973313720383514,0.03850050196642074,-0.032801177767825866,0.0108475982730946,-0.013105364534749345
4384,0.31570292246140225,0.10196003856917303,0.03808768101758273,0.09174038007591644,-0.16152562590625322,-0.0030790320831410693
5077,0.3440294378400026,0.09512476960519466,0.042255175337250116,0.03241562583498889,0.14040427519729792,0.0015588991860871386
5064,1.1375283356889505,0.3007505126578516,0.147578172399645,0.3363376962077178,0.2329387282833893,-0.012621764319979767
2652,1.1833043459103432,0.2870526881955746,0.03970311269633648,0.004500356403201598,0.3822109572070696,-0.016007341591314443
4608,1.1963346847735727,0.3266208388832251,0.23751027563302698,0.6595228536742501,-0.07301250479362496,0.0037600112027558748
7384,1.2531081500526449,0.2762293405320457,-0.08591053388669102,0.17686132126262272,-0.31197949262784574,-0.004796204905559015
4245,0.2764021165689573,0.011698644361669806,0.044690118377800944,-0.09433223032388426,0.27544414142656987,-0.005264265495091753
6165,0.26982732816205135,0.02511624228292642,0.0057242825482648274,0.05400013112812459,0.13026423483803298,-0.0033750908053325466
915,0.2815824096116207,0.0012765248991062725,0.055231629566755,-0.05771184870383313,0.2782383536653401,-0.0033347224659894827
2669,0.3034519563909044,0.06845729853233705,-0.021199804750622192,-0.09066782184567074,0.24220681006027758,-0.00892358490151528
6992,0.32372833030311915,0.12064954698011415,0.042899375621168856,0.012928096660592824,0.14305677386707946,0.003691224645657702
3768,0.2932462056213579,0.11226505244602948,0.043169346062088054,0.037134366483928975,0.1041566194725245,-7.209051213898626e-05
2689,0.315790690082549,0.12697792161999794,0.04416115447490776,0.03560857516970371,0.10647672642564857,0.0022129622838363257
1562,0.30654197603405586,-0.008674388559674043,0.10365856314057437,0.013327022954387192,0.015873123235287827,-0.008589217118427896
6766,0.30619700276550477,-0.017155949473887294,0.07180888500851099,-0.016410642209467006,0.08340688312147983,-0.006921786688071407
6426,0.3334826823319119,-0.0035331034187048417,0.06530419286329864,0.054329218889740453,-0.20432384899929007,-0.0062906971144026606
2516,0.3088936081839924,0.04881731005182324,0.06278143837076591,0.07554580005894987,0.12511425798288625,0.0021909627783154246
5288,1.211660307621828,0.1730061715707912,0.07262650964730691,-0.4192059225401717,0.8984321659454626,-0.016315920656391605
6013,0.3458086628271693,0.056763425284959985,0.04620958382688559,0.004713336247400791,0.18460123711708945,0.009720441572645552
5768,0.29657303706547716,0.004554796332614188,0.050085853604603964,-0.0961660593871167,0.19735860461624688,-0.008266871282038743
3662,0.2840027336146198,0.06923815835009339,-0.009098687511392636,-0.0925983502802401,0.272471315030796,-0.00878820420499496
6218,0.3015363567528105,0.06984206299569456,0.026242210365403175,-0.07470365240072122,0.26420522243805505,-0.0023920319171445727
921,0.2812348081747174,-0.006206471662404899,0.03424716875753755,0.1645591182421603,0.06317685662109765,-0.0013702172509154338
1942,0.2702502227752122,-0.04607357597453013,-0.05021199864312914,0.023429927104240883,0.21347398255930783,0.003075171921458346
336,1.202558221486396,0.13419127007766754,0.2359016436899541,0.16564564470439136,0.6879876403771846,0.00883602921699765
7268,0.29869243516152877,-0.014194220933462396,0.002038749604585164,-0.018991814165835754,0.12619300455946506,-0.0007883173663310217
4834,1.2428627577087543,0.34625646880586847,-0.18372954306133607,0.6663317610711735,-0.6580505948404917,-0.006976271289198054
6105,0.31075017851342635,-0.043722066557939504,0.05518666704814546,-0.13688313766666899,0.19522154745860246,-0.00692086610038622
741,1.2145020492334417,0.33047790332736926,0.3609227944328993,0.6939406149503318,-0.40570390033399184,-0.008088228219807451
4228,0.32742700573528016,0.12523634928229885,0.05942661450916394,0.1370395920255293,0.0035174691945434786,0.005875318490930497
3752,0.36491918781735666,0.0890503624214448,0.03233296476891476,0.08151288038289005,0.0922585544458823,0.007522013362511875
5231,1.2241802381963074,0.28167184879576995,0.1868006682510091,-0.012688907658716626,0.7238730557967656,0.0003556078694623156
1041,0.3273817588593098,0.15601090800581818,0.03101128902926521,-0.0973031069307074,0.15936035812293967,-0.010089811833839061
3837,1.2369052373769753,-0.03577229174787678,-0.050050916820195634,-0.0061476425180622156,0.22385256374263057,0.011983764645219254
2883,0.2902672854781756,0.07713947223315902,0.04137988827418499,0.06514536214441,0.11151690633794797,0.0010063643844215662
783,0.3493916824547013,0.06989657475021706,0.02557008500442149,0.01873322888070421,-0.18464326882086068,-0.006565610349144613
5244,1.2031083230635677,0.36529123000766517,-0.10543077589484585,-0.4044307468354568,0.8803387095934448,-0.027675041593570048
7322,0.29363984141772553,0.08843637685893643,0.025827924885062088,0.15463150414820143,-0.12989745028078456,-0.006588051316314781
4309,0.27787852703419674,0.0009758176908581735,0.06389627706491875,0.16792875997423914,-0.012465419450616574,-0.003264033419403435
5740,0.31667515807637986,0.07530607149283623,0.04154767348204259,-0.10127716221556639,0.1921538716260217,-0.010255461558560003
1580,0.2679095834407817,0.009278073350366716,0.03287795443040846,-0.04267866494261171,0.2639009292298228,0.02709569500404102
3018,0.26919935905654657,-0.025182977444820266,0.025192030912293804,0.1841059372926992,0.0892083137206989,-0.0012864061071718258
584,1.1822194219538993,-0.1573687800970416,0.026310989915172688,-0.3121832552082854,1.0010629030085003,-0.009091702081525597
2509,1.1602668656691686,0.3109307470491815,0.05764553748526871,0.027176210075986886,0.7706140464561869,-0.0025000551301504396
506,0.32226733778086997,0.10475833345228282,0.032863476415328254,-0.125054104453596,0.12696631047788978,-0.015833403073762777
3102,0.30335203049549775,0.07362246201858434,0.03303144994511957,-0.09395764485900063,0.2517702542061609,-0.006473264280182305
4522,0.2773881955803758,0.01300526135395052,-0.019077878165456134,-0.04580631736945633,0.27919266148770494,0.016557644559087238
88,0.32999475018011076,0.10737765330100901,0.01288556568471787,0.11538808704387638,0.0481560933483412,-0.001780865052229989
1168,1.165840414851181,0.2546859078146937,0.06845488100425735,-0.1817706594749619,1.038313792594016,-0.002951351563919054
1928,0.2885069588335539,-0.0024780705152016485,0.022195331426737474,0.013456330049566482,0.26077275650889137,-6.306770172444092e-05
4231,0.33710322199523357,-0.06873685850130366,0.030450581055676666,-0.16834078208771167,0.10268731773108372,0.0013904815668985642
2664,0.29354189327050756,0.09856712550158377,0.046777885116024445,0.1683852269399828,-0.09477905695845398,-0.006808414256231544
5019,0.3333018794010438,-0.021802214207661083,-0.0868451265923864,0.06386971403719047,-0.17580391550275465,0.003845083665496558
3852,0.27414575058160967,0.02592478980451758,-0.0020878508261566514,0.14305914497161207,-0.07559512288726168,-0.003565713770295105
3583,0.2803552837104789,0.07309186803606965,-0.012692385921036883,-0.07886566786599171,0.2751831228468717,-0.006421425821202416
5532,0.2970168674718041,0.09377377870983661,0.05520889691956676,0.06255591803761364,0.06604487353956172,-0.002730747747110683
6695,0.27297417401001306,-0.01785492516303568,0.05652034371251003,0.05527587033060504,0.19872007234253083,0.0002112761876365549
6380,0.2807810398360064,-0.007951271750456197,0.03768611646488462,0.1079578136164754,0.08287623395625894,-0.003409954888715621
1730,0.29258368562498466,0.09944901259148842,0.07546109723274812,0.16202718590208623,-0.08051969065058423,-0.004617813231212222
3704,1.1177907194712808,0.2612986993776019,0.06495627553605979,0.40987195961946105,0.47675430079821995,0.009902680269937039
2283,0.2942008138829007,0.07028126565765494,0.07641726725246654,0.05966841636838052,0.07142128781188231,-0.001960906952266119
1033,0.30489981017359263,0.10064132605325246,0.06625053072624572,-0.0025566139002971867,0.10954477715026471,-0.003703977106275193
2840,0.323513330912021,-0.03004049296466733,0.018201647740890312,0.07727458314756035,-0.14633525026492414,0.003720496005567529
5751,0.27932175850319757,-0.0345146875096547,0.026285503388172482,0.0757947502684035,0.1514659052896728,-0.001402251249797078
6223,0.29952879602834176,0.10730906382500476,0.07778495398214261,0.14598916710572832,-0.10104088213062953,-0.008216432536780014
4125,0.29453441425848786,0.08423210545540595,0.016450447334840926,0.16730296443669745,-0.009615823920932916,-0.004724549723657797
6560,1.2188755475674815,0.3225477726847821,0.37187163895713454,-0.23754117444481043,0.8168590926170637,0.016217088429667105
7153,0.2942703386269417,-0.005318003815812195,0.10397758137219068,0.1383820681417359,-0.09226328701987194,-0.007822166115950135
414,0.3246389979947337,0.13414407484924815,0.0531746617858946,0.1205638403542098,0.021592568099646443,0.00705616796446955
751,1.0587829478332536,-0.20371443571814862,0.011452222921623414,0.45102391090833055,0.5302368058797762,0.005956823347923347
118,1.2467590225458869,0.20905561627054745,0.5301493334072743,-0.23193098958680947,0.7614657216626491,0.014791700735418859
6499,0.2753172178388933,0.003500137445230591,0.02351941418347456,-0.08617304502720319,0.27195579556213756,-0.006649539741544294
4840,0.3273157998640758,-0.05903521583722218,0.02381558940249012,-0.14086256669600827,0.1194555736575855,0.0011441608571891452
5698,1.1598455598975046,0.2227321113030215,0.00011987348017471016,0.7569062566979107,-0.04215970750376778,1.290749774548443e-05
3892,1.0047214752235631,-0.12458311129739379,-0.13792368204410063,-0.34442393697418777,-0.2883864121594006,0.04230932446256104
7207,1.0563183233639721,-0.09415964334467464,0.10583636352959716,0.7910779486521662,0.1982373944672791,0.00638360464550298
6798,0.30305171044210855,0.015205007817620218,0.0005531829794838701,0.05216659374491041,-0.07365867764031002,-0.0019353573593158398
3131,0.3399188761664542,-0.05942980547104534,0.027811329739036567,0.11074438524023296,-0.2495463823889091,0.004540017878356076
4489,0.2623615709231998,-0.01738850341228473,0.042395218534482706,-0.04144840680099549,0.2941964941806632,-0.00139781298357337
2577,0.3246886670551105,0.18622389860626576,0.03134231256517642,-0.10795119782314826,0.1042120053911858,-0.016648530476126133
809,0.29017970579355956,0.1064771722668776,0.02800628235664244,0.03842107565802683,0.10630677858125913,-0.0028118339162692242
1446,0.288008154259145,0.03764111978555236,0.013525713981355901,-0.06848554419464503,0.29619979546591296,-0.002718433244478203
6758,0.25737034371215955,-0.02756199938205166,-0.03988295138386776,-0.0023806423817772145,0.3094416058110032,0.015521134650617233
2177,1.1932215476758283,-0.05564713957762298,0.028788723202725474,-0.4243535974881471,0.9608992608481479,-0.013522812947660421
180,0.2887971462909935,0.09995711130004278,0.0472377418765747,0.17831783463089076,-0.08904072997351443,-0.006393645270274624
4032,0.3053849391069871,-0.002452386907107864,0.05814522652458822,0.015869430373555187,0.014779144479977966,-0.00814917007347164
1181,1.3009453123405275,0.22227068402513525,0.40641761418526384,-0.5009493878023568,0.005537663395204921,-0.05342187943355771
7348,0.2987065762292533,0.09484167268753799,0.07831561891385108,0.040128991800466605,0.05823608966781242,-0.004207506161210281
7226,0.2999137358710985,0.0529682478078119,0.03949330279203532,-0.10149233272560872,0.2023473472390811,-0.00969146452050139
2418,0.31494684581012183,0.07248684834943775,0.026170552555753474,-0.0947306512141634,0.2594573908678951,-0.006619334655209537
1223,0.3107073785963118,0.06325992060851819,0.06547117748395903,0.13242979955686085,0.05827857246830884,0.0037322464183150083
6529,0.3297447369940718,0.09777320840445165,0.053667534447129725,-0.13994655829946384,0.06462505754680349,-0.016024549836475763
68,0.32822829941131476,0.06131384992096414,0.08792498470633188,0.08469136571718015,-0.11892692946402135,-0.009390004024518367
198,0.30372481164355486,0.07945130791177148,0.068451338800072,0.02666218579589026,0.12484956581160676,0.0012193451045370096
5891,0.2900627066841979,0.05108564599149712,0.05047445898051512,0.15908110297273054,-0.027526857633305923,-0.00370997099926291
2526,1.1717251457249127,0.3992406547806838,0.05068571414616805,0.08492199176452621,0.4038523593739161,-0.016735089368269142
4436,0.31885998120928977,0.04836528573188329,0.034718727755456896,0.03249802149852371,0.19332354791543824,0.0011362863726122685
3593,1.1583225369682604,0.3361290530234897,0.041928123204350146,-0.18931066327559617,1.0509070423454858,0.007468845263088939
436,0.27932869449636677,0.006232849871863826,0.05239409452407251,0.1782899568532903,0.05852994370950551,0.0010551222469322914
325,1.2007631921721857,0.027950623152198904,-0.18449321653183084,0.5651919818960366,-0.4015125635816012,0.013246394889281778
1083,0.28116201619403225,0.07713951865670549,-0.0271074804534271,-0.07239320942850234,0.2701380807250186,-0.008716723330371413
5684,0.3073461316428965,0.2250434661037654,0.047521238211914035,0.1146477900188086,-0.1556703615114729,-0.013367350125679358
2820,0.3005272191483525,0.14414390471132998,0.048400866314530125,0.1435182134077887,-0.02401246202790389,0.002869224806588011
4128,0.30595986386247676,0.10374583327648651,0.03471418963481242,-0.10158564492988686,0.1818173852124209,-0.009561573189369522
84,0.3024041202582733,0.0926916870101656,0.05192957000731411,0.007850694699117141,0.11744858389018308,-0.004792501532835283
5170,1.1637648837481158,0.2834373634206129,-0.1380467096976857,0.136174188798278,0.43644088489011573,-0.005307234428951314
5351,0.27568982744756665,-0.023482507464047758,-0.10853021769602103,-0.01860606777965306,0.19126522859623485,0.006676235032584474
1616,0.3120319481170722,0.06271456919372849,0.026111272314686285,-0.06444535112258395,0.12019129577353807,-0.007409798891584948
108,0.33009418163847043,-0.008795665257233735,0.08867640674014388,-0.14951280625236937,0.08881748702188602,-0.01205557486424709
5992,1.0808193229697887,-0.2868375281965228,-0.10810214705013288,0.6984714269518348,-0.24659604163201945,0.05050414640051183
218,1.2225102737060116,0.25408305689600524,0.3621537025041656,-0.1641149430052336,0.8590312915584908,0.025988704516986524
3114,0.3408274622612827,0.08607070037743511,0.059167498418954065,-0.01687578950248058,-0.11364769281315767,-0.011229250628029815
2799,1.2183273207307797,0.2589730855407697,0.3572719530171564,0.07039358261075043,0.4147507625251449,-0.005051015868772751
4767,0.3071165547677004,0.008368189358289549,0.07040315024089819,0.13136867991327716,-0.13676806157826607,-0.006189903711818485
3858,0.27186900630409316,-0.030382865743811296,0.0193931737541967,0.17898893429427068,0.09361466156642528,-0.002310252022537056
625,1.208158334466943,0.25699518056317544,0.42530896078925673,0.2747735822033442,0.002591159150267582,-0.018474738194496795
2697,1.151797910797459,0.272336560614195,0.061275861445313065,-0.1870771011999603,1.0465209570639102,0.002701050692039848
