Index,Cluster
272,1
284,2
556,1
127,1
201,0
40,0
606,1
235,1
16,0
8,1
312,0
389,0
449,1
315,1
493,2
428,0
530,1
79,1
407,0
512,1
520,1
134,0
359,1
57,1
155,2
232,1
188,1
602,0
55,1
271,2
211,1
492,0
432,2
460,1
467,2
180,1
126,2
243,0
331,0
230,1
59,1
515,1
153,0
266,1
355,0
161,2
541,0
419,1
192,0
333,2
470,1
114,0
280,1
558,1
324,2
584,1
338,0
218,0
400,0
54,2
440,1
585,1
366,0
229,2
539,0
24,1
365,0
506,2
465,0
18,0
448,1
399,1
87,1
445,1
595,0
525,2
387,1
168,0
51,0
215,0
589,0
594,2
186,0
552,1
193,0
529,0
30,1
66,1
197,1
339,0
505,1
429,0
439,0
523,2
583,0
479,1
596,2
15,0
269,1
568,0
317,1
340,1
345,1
233,2
135,1
437,1
377,0
610,0
490,1
532,0
554,1
108,1
574,0
251,0
104,1
514,2
347,1
450,1
358,1
227,2
25,2
136,0
49,1
296,2
241,1
174,0
46,0
404,2
203,1
303,1
548,0
83,2
118,1
462,1
166,0
564,2
189,2
557,2
509,0
92,1
261,1
138,2
56,1
464,0
88,2
401,0
528,1
139,1
291,0
288,0
23,1
164,0
578,1
559,1
128,2
346,1
240,1
319,2
410,0
262,0
98,0
482,1
443,2
537,0
436,1
202,0
3,1
371,0
350,2
456,0
146,0
310,0
19,1
501,0
260,2
298,1
378,0
190,0
384,0
576,1
196,2
140,1
82,1
502,1
382,0
84,0
334,2
575,0
179,1
99,1
451,1
74,1
7,1
402,1
273,1
279,0
154,0
586,1
191,2
551,1
592,2
555,0
50,1
38,1
208,0
5,2
75,0
248,1
47,0
302,0
70,1
598,2
591,2
225,0
286,1
11,1
522,0
150,0
397,1
115,2
281,0
253,1
195,1
570,1
65,2
434,0
403,0
219,1
362,1
69,0
93,0
68,0
21,2
77,1
577,1
458,0
236,2
457,1
314,1
125,0
228,0
415,0
42,0
4,0
459,2
64,0
488,1
109,0
255,2
567,1
205,0
487,2
147,0
6,1
524,1
290,1
390,2
418,1
386,1
447,0
411,0
259,0
282,0
122,1
78,1
550,0
320,1
572,2
151,1
375,0
299,1
427,0
163,1
499,1
396,0
325,2
265,1
531,0
478,2
513,1
301,1
278,2
143,1
438,2
442,1
199,0
41,0
430,0
553,1
547,1
364,0
231,0
245,1
313,0
167,1
332,0
494,1
466,1
263,0
29,1
238,0
250,1
162,1
149,0
226,0
353,0
533,2
94,0
612,2
221,1
85,1
388,1
187,1
89,1
475,2
34,2
217,1
72,0
305,0
220,0
453,1
534,2
395,0
394,1
110,0
367,0
412,2
12,1
343,0
198,1
213,0
579,1
234,1
571,1
420,0
431,0
516,1
216,1
96,1
461,0
469,1
297,0
63,0
222,1
452,1
95,0
13,1
327,1
435,0
17,0
521,0
246,0
543,1
608,1
207,1
90,1
307,1
341,0
380,1
417,1
344,1
471,1
491,1
351,2
600,1
39,1
86,1
181,1
562,2
580,2
145,1
158,1
172,0
526,0
527,1
408,0
517,1
200,1
426,0
381,2
292,1
348,2
71,1
604,2
569,1
32,0
549,1
603,1
106,2
489,0
546,0
542,0
133,0
60,1
26,1
100,1
363,1
309,2
252,1
481,0
441,2
476,2
22,1
62,1
148,2
483,2
588,0
257,0
52,0
242,1
173,1
35,1
178,0
120,1
275,1
44,0
300,1
76,1
368,2
212,2
267,1
311,1
444,1
503,1
495,0
33,1
9,2
160,1
285,1
295,0
277,0
563,0
484,2
496,1
182,0
590,1
36,1
156,0
2,0
508,1
497,1
308,2
289,2
560,0
414,1
421,0
141,0
223,2
183,2
599,2
511,2
117,1
1,1
113,0
593,1
165,1
184,0
372,2
274,0
0,0
566,0
540,1
500,1
383,0
405,0
561,2
20,0
176,1
335,1
379,0
545,1
171,2
519,0
507,0
152,2
413,1
581,1
316,0
258,2
474,1
337,1
538,0
504,1
398,1
423,0
605,1
480,0
422,1
119,2
256,0
249,1
