,Benchmark,Job tenure,Age,Car price,Funding amount
4362,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
3464,1.0046974198454384,0.20068519697478784,0.08611752170760598,0.3307563840698885,0.5662680675662131
755,0.3475029621376908,-0.042108316238409355,-0.023731272952882878,0.17114017616613916,0.19525470331464698
3197,0.3475029621376908,0.010498364929468674,0.00849468509971058,0.09377219761142663,0.18779004264888804
3554,1.0046974198454384,0.2109401250287369,0.08666094870933316,0.2979092613224397,0.5883168352579857
6400,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
3408,0.3475029621376908,0.04812672422940213,-0.005612495652583981,0.0999346598110128,0.158106401901663
5048,1.0046974198454384,0.10204389342788571,0.0892733588872973,0.31251703966022365,0.6799928783430889
538,1.0046974198454384,-0.0367628366668435,0.1335085010404324,0.38249238465347374,0.7045891212914328
6409,1.0046974198454384,0.20068519697478784,0.08611752170760598,0.3307563840698885,0.5662680675662131
4655,1.0046974198454384,0.08135839066027653,0.09108554977865009,0.34496672384623994,0.6664165060333289
6145,0.3475029621376908,-0.044487237018173684,0.00861847592857859,0.1602248461456843,0.17619920523340474
1255,0.3475029621376908,0.05114882310290563,-0.025631149014683927,0.03893221567899273,0.23610540052227952
319,0.3475029621376908,0.0679575729039561,0.01235762212554746,0.18265788120206808,0.037582214057922336
5077,0.3475029621376908,0.05694055755978806,0.009663882109867305,0.018871746069641232,0.21507910455019735
2652,1.0046974198454384,0.09438516484812028,0.043880533007940335,0.35850874051673814,0.6870527319456967
4245,0.3475029621376908,0.0015925174338750625,0.008377618028660513,0.09800494131725246,0.19258021350970592
915,0.3475029621376908,0.0015925174338750625,0.008377618028660513,0.09800494131725246,0.19258021350970592
2669,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
6992,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
3768,0.3475029621376908,0.06710383987361557,0.010407271826975805,0.07567598634764011,0.1473681922412625
2689,0.3475029621376908,0.06344574719554832,0.00904815168502896,0.06728455237825773,0.16077683903065895
6766,0.3475029621376908,0.006159975330256274,0.009654855695262369,0.1577639507843035,0.12697650847967182
5288,1.0046974198454384,0.10300410130805635,-0.013133064825130759,0.4031045708289858,0.6908515630065841
6013,0.3475029621376908,0.041674679912285385,0.009605670946292444,0.07678651166286467,0.17248842776805148
5768,0.3475029621376908,0.010441535359966045,0.008482619178146805,0.09373931567250857,0.18789182007887256
3662,0.3475029621376908,0.044877030759073594,0.010266257125341141,0.08498525931231261,0.16042674309276658
6218,0.3475029621376908,0.044877030759073594,0.010266257125341141,0.08498525931231261,0.16042674309276658
1942,0.3475029621376908,-0.03091491738435878,-0.01756669230905268,0.1262489610412579,0.2227879389416475
336,1.0046974198454384,0.10544924649701415,-0.012807653367994784,0.38462630275110365,0.7065592744383725
7268,0.3475029621376908,0.009141547444308881,-0.02202721482424654,0.1252079759610001,0.18823298170843153
6105,0.3475029621376908,-0.0358688531958666,0.008590659834591879,0.11820412297145169,0.20962936067931698
5231,1.0046974198454384,0.20099845040408854,0.08953770388644257,0.3151967795226389,0.5780942365053254
1041,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
3837,1.0046974198454384,-0.05235320470876753,-0.02232508650621029,0.41536170501234954,0.8431437565211237
5244,1.0046974198454384,0.22918527213350542,-0.014174602543017344,0.3735859845202513,0.5952305162077561
5740,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
1580,0.3475029621376908,0.010441535359966045,0.008482619178146805,0.09373931567250857,0.18789182007887256
584,1.0046974198454384,-0.0639970953366227,0.05656872454182657,0.44282761095489853,0.748427930158393
2509,1.0046974198454384,0.2048679269752006,0.10566081460260199,0.3045018598098335,0.5687965689308594
506,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
3102,0.3475029621376908,0.044877030759073594,0.010266257125341141,0.08498525931231261,0.16042674309276658
4522,0.3475029621376908,0.036440004185308995,-0.02521096020419593,0.09728743346242959,0.1920388128459513
1168,1.0046974198454384,0.20307913107680334,0.10364341093839344,0.3233599741512957,0.553744654152003
1928,0.3475029621376908,0.035979657040456026,-0.004698525120696059,0.08765072270264866,0.18162343566708533
4231,0.3475029621376908,-0.03762191186092989,-0.004208335543883851,0.14569793711425907,0.19668760058004855
3583,0.3475029621376908,0.04536703612334284,0.010378258351459835,0.08468425601711865,0.16012573979757264
6695,0.3475029621376908,-0.05208324122706185,0.00913334998614719,0.092044836596106,0.2514603449343026
1033,0.3475029621376908,0.05354423090526464,0.010021254443206534,0.09385564589338681,0.14313415904763602
6560,1.0046974198454384,0.20068519697478784,0.08611752170760598,0.3307563840698885,0.5662680675662131
118,1.0046974198454384,0.07904118108240331,0.09070938776592914,0.35698198696069927,0.6570946145094637
6499,0.3475029621376908,0.003967109218879873,-0.0033623394403475373,0.10187718107650875,0.19807333943445288
